2026-03-04 23:44:11,311 - INFO - 爬虫启动
2026-03-05 00:10:43,348 - INFO - [1] Adams, Alma: 在 media center 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:10:44,820 - INFO - [5] Allen, Rick: 在 newsletters 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:10:45,003 - INFO - [2] Aderholt, Robert: 文章日期早于2021年，跳过
2026-03-05 00:10:50,050 - INFO - [2] Aderholt, Robert: 文章日期早于2021年，跳过
2026-03-05 00:10:53,647 - INFO - [2] Aderholt, Robert: 在 press releases 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:10:58,654 - INFO - [3] Aguilar, Pete: 在 press 最终找到 0 篇涉华文章
2026-03-05 00:11:05,473 - INFO - [1] Adams, Alma: 在 media center 最终找到 0 篇涉华文章
2026-03-05 00:11:07,179 - INFO - [5] Allen, Rick: 在 newsletters 最终找到 0 篇涉华文章
2026-03-05 00:11:14,479 - INFO - [2] Aderholt, Robert: 在 press releases 最终找到 0 篇涉华文章
2026-03-05 00:12:46,025 - INFO - 爬虫启动
2026-03-05 00:13:33,155 - INFO - 爬虫启动
2026-03-05 00:13:33,285 - INFO - [1] 正在处理: Adams, Alma - https://adams.house.gov
2026-03-05 00:13:33,285 - INFO - [2] 正在处理: Aderholt, Robert - https://aderholt.house.gov/
2026-03-05 00:13:33,285 - INFO - [3] 正在处理: Aguilar, Pete - https://aguilar.house.gov/
2026-03-05 00:13:33,285 - INFO - [4] 正在处理: Alford, Mark - https://alford.house.gov
2026-03-05 00:13:33,285 - INFO - [5] 正在处理: Allen, Rick - https://allen.house.gov
2026-03-05 00:13:36,240 - INFO - [1] Adams, Alma: 找到 14 个新闻相关链接
2026-03-05 00:13:37,465 - INFO - [2] Aderholt, Robert: 找到 7 个新闻相关链接
2026-03-05 00:13:37,863 - INFO - [4] Alford, Mark: 找到 6 个新闻相关链接
2026-03-05 00:13:37,994 - INFO - [3] Aguilar, Pete: 找到 5 个新闻相关链接
2026-03-05 00:13:39,338 - INFO - [1] Adams, Alma: 在 social media 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:13:42,647 - INFO - [2] Aderholt, Robert: 在 newsletter subscribe 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:13:43,006 - INFO - [4] Alford, Mark: 在 media 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:13:43,127 - INFO - [3] Aguilar, Pete: 在 newsletter subscribe 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:13:53,126 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /capital-recap/
2026-03-05 00:13:55,990 - INFO - [1] Adams, Alma: 在 social media 最终找到 0 篇涉华文章
2026-03-05 00:13:56,179 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /
2026-03-05 00:13:57,081 - INFO - [5] Allen, Rick: 找到 4 个新闻相关链接
2026-03-05 00:14:00,127 - INFO - [1] Adams, Alma: 在 job postings 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:14:01,894 - INFO - [3] Aguilar, Pete: 在 newsletter subscribe 最终找到 0 篇涉华文章
2026-03-05 00:14:02,202 - INFO - [5] Allen, Rick: 在 media 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:14:04,706 - INFO - [2] Aderholt, Robert: 在 newsletter subscribe 最终找到 0 篇涉华文章
2026-03-05 00:14:04,765 - INFO - [3] Aguilar, Pete: 在 newsletter unsubscribe 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:14:07,266 - INFO - [2] Aderholt, Robert: 在 media 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:14:15,571 - INFO - [2] Aderholt, Robert: 潜在文章中发现涉华内容 - American Strength...
2026-03-05 00:14:17,180 - INFO - [1] Adams, Alma: 在 job postings 最终找到 0 篇涉华文章
2026-03-05 00:14:19,269 - INFO - [2] Aderholt, Robert: 潜在文章中发现涉华内容 - Faith and Religious Freedom...
2026-03-05 00:14:21,546 - INFO - [1] Adams, Alma: 在 media center 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:14:23,961 - INFO - [3] Aguilar, Pete: 在 newsletter unsubscribe 最终找到 0 篇涉华文章
2026-03-05 00:14:24,771 - INFO - [5] Allen, Rick: 在 media 最终找到 0 篇涉华文章
2026-03-05 00:14:26,953 - INFO - [2] Aderholt, Robert: 在 media 最终找到 2 篇涉华文章
2026-03-05 00:14:27,249 - INFO - [3] Aguilar, Pete: 在 press 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:14:28,760 - INFO - [5] Allen, Rick: 在 press releases 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:14:30,981 - INFO - [2] Aderholt, Robert: 文章日期早于2021年，跳过
2026-03-05 00:14:36,339 - INFO - [2] Aderholt, Robert: 文章日期早于2021年，跳过
2026-03-05 00:14:36,597 - INFO - [1] Adams, Alma: 在 media center 最终找到 0 篇涉华文章
2026-03-05 00:14:40,115 - INFO - [2] Aderholt, Robert: 在 press releases 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:14:46,312 - INFO - [3] Aguilar, Pete: 在 press 最终找到 0 篇涉华文章
2026-03-05 00:14:49,660 - INFO - [5] Allen, Rick: 在 press releases 最终找到 0 篇涉华文章
2026-03-05 00:14:52,063 - INFO - [5] Allen, Rick: 在 newsletters 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:15:00,901 - INFO - [2] Aderholt, Robert: 在 press releases 最终找到 0 篇涉华文章
2026-03-05 00:15:14,302 - INFO - [5] Allen, Rick: 在 newsletters 最终找到 0 篇涉华文章
2026-03-05 00:15:42,625 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /capital-recap/
2026-03-05 00:18:58,522 - INFO - 爬虫启动
2026-03-05 00:19:03,140 - INFO - [1] 正在处理: Adams, Alma - https://adams.house.gov
2026-03-05 00:19:03,140 - INFO - [2] 正在处理: Aderholt, Robert - https://aderholt.house.gov/
2026-03-05 00:19:03,140 - INFO - [3] 正在处理: Aguilar, Pete - https://aguilar.house.gov/
2026-03-05 00:19:03,141 - INFO - [4] 正在处理: Alford, Mark - https://alford.house.gov
2026-03-05 00:19:03,141 - INFO - [5] 正在处理: Allen, Rick - https://allen.house.gov
2026-03-05 00:19:06,870 - INFO - [2] Aderholt, Robert: 找到 7 个新闻相关链接
2026-03-05 00:19:08,377 - INFO - [5] Allen, Rick: 找到 4 个新闻相关链接
2026-03-05 00:19:08,836 - INFO - [1] Adams, Alma: 找到 14 个新闻相关链接
2026-03-05 00:19:08,937 - INFO - [3] Aguilar, Pete: 找到 5 个新闻相关链接
2026-03-05 00:19:09,025 - INFO - [4] Alford, Mark: 找到 6 个新闻相关链接
2026-03-05 00:19:11,270 - INFO - [2] Aderholt, Robert: 在 newsletter subscribe 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:19:13,292 - INFO - [5] Allen, Rick: 在 media 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:19:13,364 - INFO - [3] Aguilar, Pete: 在 newsletter subscribe 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:19:13,881 - INFO - [1] Adams, Alma: 在 social media 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:19:14,430 - INFO - [4] Alford, Mark: 在 media 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:19:31,635 - INFO - [2] Aderholt, Robert: 在 newsletter subscribe 最终找到 0 篇涉华文章
2026-03-05 00:19:32,877 - INFO - [3] Aguilar, Pete: 在 newsletter subscribe 最终找到 0 篇涉华文章
2026-03-05 00:19:33,925 - INFO - [5] Allen, Rick: 在 media 最终找到 0 篇涉华文章
2026-03-05 00:19:35,614 - INFO - [1] Adams, Alma: 在 social media 最终找到 0 篇涉华文章
2026-03-05 00:19:35,702 - INFO - [2] Aderholt, Robert: 在 media 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:19:37,807 - INFO - [3] Aguilar, Pete: 在 newsletter unsubscribe 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:19:38,691 - INFO - [1] Adams, Alma: 在 job postings 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:19:38,836 - INFO - [5] Allen, Rick: 在 press releases 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:19:44,231 - INFO - [2] Aderholt, Robert: 潜在文章中发现涉华内容 - American Strength...
2026-03-05 00:19:48,035 - INFO - [2] Aderholt, Robert: 潜在文章中发现涉华内容 - Faith and Religious Freedom...
2026-03-05 00:19:53,976 - INFO - [5] Allen, Rick: 在 press releases 最终找到 0 篇涉华文章
2026-03-05 00:19:54,311 - INFO - [2] Aderholt, Robert: 在 media 最终找到 2 篇涉华文章
2026-03-05 00:19:55,445 - INFO - [1] Adams, Alma: 在 job postings 最终找到 0 篇涉华文章
2026-03-05 00:19:58,639 - INFO - [5] Allen, Rick: 在 newsletters 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:19:58,835 - INFO - [2] Aderholt, Robert: 文章日期早于2021年，跳过
2026-03-05 00:19:59,356 - INFO - [3] Aguilar, Pete: 在 newsletter unsubscribe 最终找到 0 篇涉华文章
2026-03-05 00:19:59,483 - INFO - [1] Adams, Alma: 在 media center 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:20:01,536 - INFO - [2] Aderholt, Robert: 文章日期早于2021年，跳过
2026-03-05 00:20:03,699 - INFO - [3] Aguilar, Pete: 在 press 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:20:04,679 - INFO - [2] Aderholt, Robert: 在 press releases 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:20:17,790 - INFO - [1] Adams, Alma: 在 media center 最终找到 0 篇涉华文章
2026-03-05 00:20:21,367 - INFO - [2] Aderholt, Robert: 在 press releases 最终找到 0 篇涉华文章
2026-03-05 00:20:22,234 - INFO - [5] Allen, Rick: 在 newsletters 最终找到 0 篇涉华文章
2026-03-05 00:20:22,312 - INFO - [3] Aguilar, Pete: 在 press 最终找到 0 篇涉华文章
2026-03-05 00:28:15,955 - INFO - 爬虫启动
2026-03-05 00:28:16,087 - INFO - [1] 正在处理: Adams, Alma - https://adams.house.gov
2026-03-05 00:28:16,087 - INFO - [2] 正在处理: Aderholt, Robert - https://aderholt.house.gov/
2026-03-05 00:28:16,088 - INFO - [3] 正在处理: Aguilar, Pete - https://aguilar.house.gov/
2026-03-05 00:28:16,088 - INFO - [4] 正在处理: Alford, Mark - https://alford.house.gov
2026-03-05 00:28:16,088 - INFO - [5] 正在处理: Allen, Rick - https://allen.house.gov
2026-03-05 00:28:19,108 - INFO - [5] Allen, Rick: 找到 4 个新闻相关链接
2026-03-05 00:28:19,305 - INFO - [1] Adams, Alma: 找到 14 个新闻相关链接
2026-03-05 00:28:20,690 - INFO - [4] Alford, Mark: 找到 6 个新闻相关链接
2026-03-05 00:28:21,308 - INFO - [3] Aguilar, Pete: 找到 5 个新闻相关链接
2026-03-05 00:28:21,777 - INFO - [2] Aderholt, Robert: 找到 7 个新闻相关链接
2026-03-05 00:28:23,310 - INFO - [5] Allen, Rick: 正在处理 media 第 1 页
2026-03-05 00:28:23,316 - INFO - [5] Allen, Rick: 在 media 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:28:24,729 - INFO - [1] Adams, Alma: 正在处理 social media 第 1 页
2026-03-05 00:28:24,732 - INFO - [1] Adams, Alma: 在 social media 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:28:24,941 - INFO - [3] Aguilar, Pete: 正在处理 newsletter subscribe 第 1 页
2026-03-05 00:28:24,941 - INFO - [3] Aguilar, Pete: 发现翻页链接: https://aguilar.house.gov/#
2026-03-05 00:28:24,944 - INFO - [3] Aguilar, Pete: 在 newsletter subscribe 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:28:26,049 - INFO - [4] Alford, Mark: 正在处理 media 第 1 页
2026-03-05 00:28:26,054 - INFO - [4] Alford, Mark: 在 media 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:28:26,815 - INFO - [2] Aderholt, Robert: 正在处理 newsletter subscribe 第 1 页
2026-03-05 00:28:26,818 - INFO - [2] Aderholt, Robert: 在 newsletter subscribe 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:28:41,500 - INFO - [1] Adams, Alma: 在 social media 第 1 页最终找到 0 篇涉华文章
2026-03-05 00:28:41,500 - INFO - [1] Adams, Alma: 完成 social media 的所有翻页，共处理 1 页
2026-03-05 00:28:44,955 - INFO - [2] Aderholt, Robert: 在 newsletter subscribe 第 1 页最终找到 0 篇涉华文章
2026-03-05 00:28:44,955 - INFO - [2] Aderholt, Robert: 完成 newsletter subscribe 的所有翻页，共处理 1 页
2026-03-05 00:28:44,990 - INFO - [1] Adams, Alma: 正在处理 job postings 第 1 页
2026-03-05 00:28:44,993 - INFO - [1] Adams, Alma: 在 job postings 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:28:45,248 - INFO - [3] Aguilar, Pete: 在 newsletter subscribe 第 1 页最终找到 0 篇涉华文章
2026-03-05 00:28:46,867 - INFO - [5] Allen, Rick: 在 media 第 1 页最终找到 0 篇涉华文章
2026-03-05 00:28:46,867 - INFO - [5] Allen, Rick: 完成 media 的所有翻页，共处理 1 页
2026-03-05 00:28:49,005 - INFO - [3] Aguilar, Pete: 正在处理 newsletter subscribe 第 2 页
2026-03-05 00:28:49,008 - INFO - [3] Aguilar, Pete: 在 newsletter subscribe 第 2 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:28:50,009 - INFO - [2] Aderholt, Robert: 正在处理 media 第 1 页
2026-03-05 00:28:50,010 - INFO - [2] Aderholt, Robert: 发现翻页链接: https://aderholt.house.gov/?page=0
2026-03-05 00:28:50,014 - INFO - [2] Aderholt, Robert: 在 media 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:28:50,226 - INFO - [5] Allen, Rick: 正在处理 press releases 第 1 页
2026-03-05 00:28:50,229 - INFO - [5] Allen, Rick: 在 press releases 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:28:57,131 - INFO - [2] Aderholt, Robert: 潜在文章中发现涉华内容 - American Strength...
2026-03-05 00:29:00,795 - INFO - [1] Adams, Alma: 在 job postings 第 1 页最终找到 0 篇涉华文章
2026-03-05 00:29:00,795 - INFO - [1] Adams, Alma: 完成 job postings 的所有翻页，共处理 1 页
2026-03-05 00:29:01,727 - INFO - [2] Aderholt, Robert: 潜在文章中发现涉华内容 - Faith and Religious Freedom...
2026-03-05 00:29:03,294 - INFO - [1] Adams, Alma: 正在处理 media center 第 1 页
2026-03-05 00:29:03,299 - INFO - [1] Adams, Alma: 在 media center 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:29:06,668 - INFO - [3] Aguilar, Pete: 在 newsletter subscribe 第 2 页最终找到 0 篇涉华文章
2026-03-05 00:29:06,668 - INFO - [3] Aguilar, Pete: 完成 newsletter subscribe 的所有翻页，共处理 2 页
2026-03-05 00:29:07,842 - INFO - [2] Aderholt, Robert: 在 media 第 1 页最终找到 2 篇涉华文章
2026-03-05 00:29:11,341 - INFO - [2] Aderholt, Robert: 正在处理 media 第 2 页
2026-03-05 00:29:11,344 - INFO - [2] Aderholt, Robert: 在 media 第 2 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:29:11,497 - INFO - [3] Aguilar, Pete: 正在处理 newsletter unsubscribe 第 1 页
2026-03-05 00:29:11,500 - INFO - [3] Aguilar, Pete: 在 newsletter unsubscribe 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:29:15,193 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /capital-recap/
2026-03-05 00:29:16,206 - INFO - [5] Allen, Rick: 在 press releases 第 1 页最终找到 0 篇涉华文章
2026-03-05 00:29:16,206 - INFO - [5] Allen, Rick: 完成 press releases 的所有翻页，共处理 1 页
2026-03-05 00:29:19,449 - INFO - [5] Allen, Rick: 正在处理 newsletters 第 1 页
2026-03-05 00:29:19,450 - INFO - [5] Allen, Rick: 发现翻页链接: https://allen.house.gov/news/email/default.aspx?Page=2
2026-03-05 00:29:19,452 - INFO - [5] Allen, Rick: 在 newsletters 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:29:22,819 - INFO - [1] Adams, Alma: 在 media center 第 1 页最终找到 0 篇涉华文章
2026-03-05 00:29:22,820 - INFO - [1] Adams, Alma: 完成 media center 的所有翻页，共处理 1 页
2026-03-05 00:29:29,625 - INFO - [2] Aderholt, Robert: 在 media 第 2 页最终找到 0 篇涉华文章
2026-03-05 00:29:29,625 - INFO - [2] Aderholt, Robert: 完成 media 的所有翻页，共处理 2 页
2026-03-05 00:29:30,430 - INFO - [3] Aguilar, Pete: 在 newsletter unsubscribe 第 1 页最终找到 0 篇涉华文章
2026-03-05 00:29:30,430 - INFO - [3] Aguilar, Pete: 完成 newsletter unsubscribe 的所有翻页，共处理 1 页
2026-03-05 00:29:34,415 - INFO - [3] Aguilar, Pete: 正在处理 press 第 1 页
2026-03-05 00:29:34,416 - INFO - [3] Aguilar, Pete: 发现翻页链接: https://aguilar.house.gov/press/page/2/
2026-03-05 00:29:34,416 - INFO - [3] Aguilar, Pete: 发现翻页链接: https://aguilar.house.gov/press/page/3/
2026-03-05 00:29:34,416 - INFO - [3] Aguilar, Pete: 发现翻页链接: https://aguilar.house.gov/press/page/4/
2026-03-05 00:29:34,416 - INFO - [3] Aguilar, Pete: 发现翻页链接: https://aguilar.house.gov/press/page/5/
2026-03-05 00:29:34,416 - INFO - [3] Aguilar, Pete: 发现翻页链接: https://aguilar.house.gov/press/page/10/
2026-03-05 00:29:34,419 - INFO - [3] Aguilar, Pete: 在 press 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:29:35,002 - INFO - [2] Aderholt, Robert: 正在处理 press releases 第 1 页
2026-03-05 00:29:35,006 - INFO - [2] Aderholt, Robert: 在 press releases 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:29:40,476 - INFO - [2] Aderholt, Robert: 潜在文章中发现涉华内容 - Protecting the Vulnerable...
2026-03-05 00:29:43,572 - INFO - [5] Allen, Rick: 在 newsletters 第 1 页最终找到 0 篇涉华文章
2026-03-05 00:29:48,450 - INFO - [5] Allen, Rick: 正在处理 newsletters 第 2 页
2026-03-05 00:29:48,452 - INFO - [5] Allen, Rick: 在 newsletters 第 2 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:29:54,597 - INFO - [3] Aguilar, Pete: 在 press 第 1 页最终找到 0 篇涉华文章
2026-03-05 00:29:57,144 - INFO - [2] Aderholt, Robert: 在 press releases 第 1 页最终找到 1 篇涉华文章
2026-03-05 00:29:57,144 - INFO - [2] Aderholt, Robert: 完成 press releases 的所有翻页，共处理 1 页
2026-03-05 00:29:59,552 - INFO - [3] Aguilar, Pete: 正在处理 press 第 2 页
2026-03-05 00:29:59,555 - INFO - [3] Aguilar, Pete: 在 press 第 2 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:30:02,336 - INFO - [2] Aderholt, Robert: 文章日期早于2021年，跳过
2026-03-05 00:30:12,424 - INFO - [5] Allen, Rick: 在 newsletters 第 2 页最终找到 0 篇涉华文章
2026-03-05 00:30:12,424 - INFO - [5] Allen, Rick: 完成 newsletters 的所有翻页，共处理 2 页
2026-03-05 00:30:21,213 - INFO - [3] Aguilar, Pete: 在 press 第 2 页最终找到 0 篇涉华文章
2026-03-05 00:30:25,737 - INFO - [3] Aguilar, Pete: 正在处理 press 第 3 页
2026-03-05 00:30:25,740 - INFO - [3] Aguilar, Pete: 在 press 第 3 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:30:44,621 - INFO - [3] Aguilar, Pete: 在 press 第 3 页最终找到 0 篇涉华文章
2026-03-05 00:30:44,621 - INFO - [3] Aguilar, Pete: 完成 press 的所有翻页，共处理 3 页
2026-03-05 00:32:32,630 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /capital-recap/
2026-03-05 00:33:34,194 - INFO - 爬虫启动
2026-03-05 00:33:34,328 - INFO - [1] 正在处理: Adams, Alma - https://adams.house.gov
2026-03-05 00:33:34,328 - INFO - [2] 正在处理: Aderholt, Robert - https://aderholt.house.gov/
2026-03-05 00:33:34,328 - INFO - [3] 正在处理: Aguilar, Pete - https://aguilar.house.gov/
2026-03-05 00:33:34,328 - INFO - [4] 正在处理: Alford, Mark - https://alford.house.gov
2026-03-05 00:33:34,328 - INFO - [5] 正在处理: Allen, Rick - https://allen.house.gov
2026-03-05 00:33:38,879 - INFO - [3] Aguilar, Pete: 找到 5 个新闻相关链接
2026-03-05 00:33:38,933 - INFO - [4] Alford, Mark: 找到 6 个新闻相关链接
2026-03-05 00:33:39,049 - INFO - [2] Aderholt, Robert: 找到 7 个新闻相关链接
2026-03-05 00:33:39,236 - INFO - [1] Adams, Alma: 找到 14 个新闻相关链接
2026-03-05 00:33:39,834 - INFO - [5] Allen, Rick: 找到 4 个新闻相关链接
2026-03-05 00:33:41,661 - INFO - [3] Aguilar, Pete: 正在处理 newsletter subscribe 第 1 页
2026-03-05 00:33:41,662 - INFO - [3] Aguilar, Pete: 发现翻页链接: https://aguilar.house.gov/#
2026-03-05 00:33:41,665 - INFO - [3] Aguilar, Pete: 在 newsletter subscribe 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:33:41,977 - INFO - [4] Alford, Mark: 正在处理 media 第 1 页
2026-03-05 00:33:41,982 - INFO - [4] Alford, Mark: 在 media 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:33:42,433 - INFO - [2] Aderholt, Robert: 正在处理 newsletter subscribe 第 1 页
2026-03-05 00:33:42,436 - INFO - [2] Aderholt, Robert: 在 newsletter subscribe 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:33:43,987 - INFO - [1] Adams, Alma: 正在处理 social media 第 1 页
2026-03-05 00:33:43,990 - INFO - [1] Adams, Alma: 在 social media 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:33:45,176 - INFO - [5] Allen, Rick: 正在处理 media 第 1 页
2026-03-05 00:33:45,181 - INFO - [5] Allen, Rick: 在 media 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:33:55,837 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /capital-recap/
2026-03-05 00:34:02,283 - INFO - [3] Aguilar, Pete: 在 newsletter subscribe 第 1 页最终找到 0 篇涉华文章
2026-03-05 00:34:03,469 - INFO - [1] Adams, Alma: 在 social media 第 1 页最终找到 0 篇涉华文章
2026-03-05 00:34:03,469 - INFO - [1] Adams, Alma: 完成 social media 的所有翻页，共处理 1 页，累计找到 0 篇涉华文章
2026-03-05 00:34:04,431 - INFO - [5] Allen, Rick: 在 media 第 1 页最终找到 0 篇涉华文章
2026-03-05 00:34:04,431 - INFO - [5] Allen, Rick: 完成 media 的所有翻页，共处理 1 页，累计找到 0 篇涉华文章
2026-03-05 00:34:07,058 - INFO - [2] Aderholt, Robert: 在 newsletter subscribe 第 1 页最终找到 0 篇涉华文章
2026-03-05 00:34:07,058 - INFO - [2] Aderholt, Robert: 完成 newsletter subscribe 的所有翻页，共处理 1 页，累计找到 0 篇涉华文章
2026-03-05 00:34:07,399 - INFO - [1] Adams, Alma: 正在处理 job postings 第 1 页
2026-03-05 00:34:07,403 - INFO - [1] Adams, Alma: 在 job postings 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:34:07,408 - INFO - [3] Aguilar, Pete: 正在处理 newsletter subscribe 第 2 页
2026-03-05 00:34:07,411 - INFO - [3] Aguilar, Pete: 在 newsletter subscribe 第 2 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:34:08,640 - INFO - [5] Allen, Rick: 正在处理 press releases 第 1 页
2026-03-05 00:34:08,643 - INFO - [5] Allen, Rick: 在 press releases 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:34:10,451 - INFO - [2] Aderholt, Robert: 正在处理 media 第 1 页
2026-03-05 00:34:10,452 - INFO - [2] Aderholt, Robert: 发现翻页链接: https://aderholt.house.gov/?page=0
2026-03-05 00:34:10,456 - INFO - [2] Aderholt, Robert: 在 media 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:34:16,484 - INFO - [2] Aderholt, Robert: 潜在文章中发现涉华内容 - American Strength...
2026-03-05 00:34:19,830 - INFO - [2] Aderholt, Robert: 潜在文章中发现涉华内容 - Faith and Religious Freedom...
2026-03-05 00:34:27,242 - INFO - [5] Allen, Rick: 在 press releases 第 1 页最终找到 0 篇涉华文章
2026-03-05 00:34:27,242 - INFO - [5] Allen, Rick: 完成 press releases 的所有翻页，共处理 1 页，累计找到 0 篇涉华文章
2026-03-05 00:34:27,976 - INFO - [1] Adams, Alma: 在 job postings 第 1 页最终找到 0 篇涉华文章
2026-03-05 00:34:27,976 - INFO - [1] Adams, Alma: 完成 job postings 的所有翻页，共处理 1 页，累计找到 0 篇涉华文章
2026-03-05 00:34:28,014 - INFO - [2] Aderholt, Robert: 在 media 第 1 页最终找到 2 篇涉华文章
2026-03-05 00:34:29,309 - INFO - [3] Aguilar, Pete: 在 newsletter subscribe 第 2 页最终找到 0 篇涉华文章
2026-03-05 00:34:29,309 - INFO - [3] Aguilar, Pete: 完成 newsletter subscribe 的所有翻页，共处理 2 页，累计找到 0 篇涉华文章
2026-03-05 00:34:30,640 - INFO - [5] Allen, Rick: 正在处理 newsletters 第 1 页
2026-03-05 00:34:30,641 - INFO - [5] Allen, Rick: 发现翻页链接: https://allen.house.gov/news/email/default.aspx?Page=2
2026-03-05 00:34:30,643 - INFO - [5] Allen, Rick: 在 newsletters 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:34:32,091 - INFO - [2] Aderholt, Robert: 正在处理 media 第 2 页
2026-03-05 00:34:32,094 - INFO - [2] Aderholt, Robert: 在 media 第 2 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:34:33,139 - INFO - [1] Adams, Alma: 正在处理 media center 第 1 页
2026-03-05 00:34:33,144 - INFO - [1] Adams, Alma: 在 media center 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:34:33,258 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /capital-recap/
2026-03-05 00:34:33,638 - INFO - [3] Aguilar, Pete: 正在处理 newsletter unsubscribe 第 1 页
2026-03-05 00:34:33,641 - INFO - [3] Aguilar, Pete: 在 newsletter unsubscribe 第 1 页找到 0 篇标题含涉华关键词的文章
2026-03-05 00:34:51,110 - INFO - [2] Aderholt, Robert: 在 media 第 2 页最终找到 0 篇涉华文章
2026-03-05 00:34:51,110 - INFO - [2] Aderholt, Robert: 完成 media 的所有翻页，共处理 2 页，累计找到 2 篇涉华文章
2026-03-05 00:34:52,738 - INFO - [3] Aguilar, Pete: 在 newsletter unsubscribe 第 1 页最终找到 0 篇涉华文章
2026-03-05 00:34:52,738 - INFO - [3] Aguilar, Pete: 完成 newsletter unsubscribe 的所有翻页，共处理 1 页，累计找到 0 篇涉华文章
2026-03-05 00:34:53,393 - INFO - [2] Aderholt, Robert: 文章日期早于2021年，跳过
2026-03-05 00:34:53,991 - INFO - [5] Allen, Rick: 在 newsletters 第 1 页最终找到 0 篇涉华文章
